region,time,avg_temp,min_temp,min_temp_day,max_temp,max_temp_day,avg_min_temp,avg_max_temp,avg_sea_pres,sum_preci,day_max_preci,day_max_preci_day,avg_rel_hum,sun_total_time,sun_rate,sum_solar,avg_wind_sp,max_wind_direct,sum_small_eva,sum_big_eva
238,2016,12.7,-17.4,20160125,35.7,20160812,7.3,19,1016.7,1325.6,151.5,20160706,71.8,2070.1,46.41,,1.2,270,,
243,2014,13.1,-13.2,20141218,35.2,20140731,8.6,18.4,1016.9,1188.5,95.5,20140825,70.9,2048.8,46.03,,1.7,320,,
243,2015,13.5,-12.2,20150103,35.5,20150807,9.2,18.7,1016.8,924.1,52,20150711,71.6,2107.5,47.34,,1.7,320,,
243,2016,13.8,-15.6,20160125,35.1,20160820,9.5,19,1016.9,1075.5,93,20160917,72.2,2102.3,47.12,,1.7,320,,
244,2014,11.5,-13.4,20140123,34.2,20140731,5.8,18.1,1016.9,1340.5,104.5,20140718,71.7,1974.9,44.36,,1.3,320,,
244,2015,12.1,-15,20150103,35.6,20150807,6.5,18.6,1016.8,843.1,73,20151001,71.8,1964.9,44.14,,1.3,320,,
244,2016,12.5,-20.6,20160125,36.3,20160821,7,19.1,1016.9,1326.5,112.5,20160917,72.4,1965.9,44.07,,1.3,320,,
245,2014,13.7,-11.4,20141218,37.3,20140731,9,19.3,1016.7,1261.2,159,20140818,69.3,2217.4,49.82,,1.4,110,,
245,2015,14.1,-10.1,20150209,36.6,20150807,9.5,19.7,1016.7,988.5,64.5,20151001,74.5,1690,37.97,22,1.4,110,,
245,2016,14.3,-14.7,20160125,36.4,20160811,9.7,19.7,1016.8,1279.5,125.5,20160917,72.3,2248.8,50.41,,1.4,110,,
247,2014,12.7,-11,20140114,34.6,20140731,7.6,18.7,1015.9,1259.5,86.4,20140818,68.2,2177.6,48.93,,1.8,50,,
247,2015,12.8,-11.9,20150209,35.9,20150807,7.8,18.8,1016,869,67.2,20151001,68,2148.7,48.38,0,1.8,50,,
247,2016,13.5,-17,20160125,36.2,20160812,8.5,19.4,1016,1388.5,113.4,20160917,67.6,2176.3,48.79,,1.7,50,,
248,2014,11,-17.2,20140122,32.4,20140531,5.4,17.4,1016.6,1321.4,87,20140818,76.4,1948.5,43.77,,1.7,360,,
248,2015,11.5,-14.6,20150103,34.2,20150807,5.9,17.9,1016.5,1012.2,103,20151001,74.8,1965,44.15,,1.7,360,,
248,2016,11.7,-17.5,20160125,34.1,20160824,6.1,18,1016.6,1485.8,116,20160917,74.3,2013.2,45.13,,1.7,360,,
251,2014,13.9,-9.5,20141219,36.6,20140731,9.1,19.6,1016.2,1332.7,155,20140818,70.3,1948.8,43.79,5194.28,1.7,360,,
251,2015,13.9,-10.9,20150103,36.2,20150807,9.3,19.5,1016.2,966.3,68,20151001,72.1,1982.2,44.54,5215.73,1.6,320,,
251,2016,14.3,-13,20160125,37,20160812,9.7,19.8,1016.2,1126.1,112.5,20160917,74.3,1972.9,44.24,5236.64,1.7,320,645.2,451.9
252,2014,13.2,-13,20141219,36,20140731,8.4,18.6,1016.6,1433.1,213,20140818,74.6,2301.6,51.72,5341.24,2.3,360,,
252,2015,13.5,-11.4,20150103,35.9,20150807,8.9,18.8,1016.6,962.6,66.5,20151001,73.8,2360.9,53.05,5046.22,2.3,360,,
252,2016,13.7,-13.2,20160124,35.1,20160812,9.2,18.8,1016.7,1209.3,127.5,20160917,73.6,2351.9,52.73,5266.41,2.3,20,692.3,484.7
253,2014,14.8,-6.9,20140110,35.4,20140731,10.7,20,1016.8,1634.8,217.5,20140818,59.9,2435.3,54.73,4848.58,2,320,,
253,2015,15.3,-7.9,20150209,36.7,20150808,11.2,20.6,1016.8,1034.6,57,20150723,60.8,2408.4,54.47,4187.49,2,320,,
253,2016,15.4,-10.4,20160124,36.7,20160811,11.4,20.6,1016.8,1634,140.5,20161005,66.5,2295.7,51.47,3823.01,2.1,320,537.5,375.4
254,2014,13.1,-11.7,20140122,36.3,20140731,7.8,19.4,1016.9,1476.9,123,20140817,70.3,2286.4,51.38,5676.62,1.6,270,,
254,2015,13.3,-12.7,20150103,35.6,20150807,8,19.5,1016.9,1061.1,67.5,20151001,72.6,2279.5,51.22,5811.54,1.6,270,,
254,2016,12.7,-17.7,20160125,35.4,20160811,7.5,18.7,1017,1509.9,142,20160917,73,2328.3,52.2,6000.28,1.7,270,709,495.9
255,2014,14.4,-7.3,20141217,36.7,20140731,10,19.6,1015.9,1549.4,243.5,20140825,66.6,2033.8,45.71,5157.87,1.5,340,,
255,2015,14.5,-8.9,20150209,35.3,20150806,10.2,19.8,1015.9,1101.1,64.5,20150712,69,2133,47.93,5310.74,1.3,340,,
255,2016,14.9,-11.3,20160124,36.3,20160812,10.7,19.9,1015.9,1985.7,219.5,20161005,68.6,2206.6,49.48,4580.77,1.4,340,554.7,387.8
257,2014,14.6,-6.8,20141219,36.9,20140731,10.1,20.1,1017.2,1767.4,267,20140818,62.7,2339.1,52.56,5323.63,2.4,230,,
257,2015,14.9,-7.6,20150209,37.4,20150807,10.4,20.4,1017.2,1236,73.5,20150723,62.8,2355.2,52.93,5379.43,2.4,230,,
257,2016,15.3,-10.5,20160124,37.5,20160814,10.8,20.7,1017.3,1978.8,277.5,20161005,65.8,2165.5,48.56,3623.6,2.3,230,557.6,390.8
258,2014,14.2,-8.9,20140110,34.1,20140731,9.2,19.5,1016.7,1619.2,170.5,20140924,66,2215.5,49.77,5383.44,2.7,270,,
258,2015,14.6,-6.8,20150209,34.8,20150809,9.9,19.7,1016.7,1211.6,96,20150511,65.9,2212.9,49.73,5408.94,2.7,270,,
258,2016,14.7,-9.6,20160124,36.1,20160811,10.1,19.7,1016.8,1599.8,168,20160917,69.8,2263.3,50.87,4308.9,2.5,270,590.5,413.6
259,2014,13.6,-8.9,20140110,33.3,20140731,8.8,19.1,1017,1513.2,201,20140802,71.8,2254.2,50.65,6812.97,2.4,320,,
259,2015,13.9,-6.6,20150209,34,20150809,9.3,19.3,1017.1,1240.4,105,20150821,73.9,2208.9,49.63,5091.35,2.4,320,,
259,2016,14.4,-9.5,20160124,37,20160811,10,19.6,1017.1,1619.4,131.5,20160917,75.8,2143.4,48.06,3791.26,2.3,320,515.6,360.1
260,2014,13.7,-10.2,20140110,33.2,20140731,8.6,19.5,1016.5,1546,213.5,20140802,75.8,1956.4,43.97,,2,20,,
260,2015,13.9,-8,20150214,35.3,20150809,8.9,19.5,1016.5,1161,142.5,20150712,76.5,2020.6,45.41,0,1.9,340,,
260,2016,14.3,-10.5,20160124,36.2,20160813,9.5,19.5,1016.4,1513.2,130.8,20160917,76.1,2096.1,47,,1.8,340,,
261,2014,13.7,-13,20141219,33.6,20140731,8.7,19,1016.5,1173.1,150.5,20140802,73.6,1994.5,44.82,,2.1,290,,
261,2015,13.9,-7.4,20150214,34.1,20150808,9,19.2,1016.4,1157.8,137.2,20150712,78.4,2049.3,46.05,0,2,290,,
261,2016,14,-9.8,20160124,37.1,20160811,9.1,19.4,1016.4,1360.2,93.6,20160917,75.8,2104.5,47.19,,2.2,290,,
262,2014,14,-9.6,20140110,33.4,20140731,9.1,19.5,1016.3,1851.4,306.5,20140802,72.8,2050.3,46.07,,1.8,340,,
262,2015,14.1,-7.4,20150201,34.2,20150809,9.3,19.4,1016.3,1379.7,123,20150429,76.5,2106.2,47.33,,1.7,340,,
262,2016,14.2,-9.3,20160124,36,20160811,9.6,19.3,1016.3,1641.9,179.7,20160917,77.5,2099.5,47.08,,1.4,340,,
263,2014,12.2,-12.8,20140110,35,20140731,6.6,19.1,1016.3,1380.4,110.5,20140825,74.4,2090.1,46.96,5136.87,1.2,270,,
263,2015,12.9,-12.4,20150209,34.8,20150526,7.4,19.6,1016.3,1077.2,62,20150821,76.1,2106.7,47.34,5250.4,1.2,270,,
263,2016,13.3,-13.9,20160125,37,20160812,7.9,19.9,1016.3,1474,144.5,20160917,76,2072.7,46.48,5219.25,1.1,270,580.3,406
264,2014,12.6,-12.3,20140114,36.6,20140731,6.7,19.3,1016.5,1305.1,118,20140802,75.3,2097.8,47.13,5267.62,1.2,250,,
264,2015,13,-10.8,20150103,37.1,20150806,7.5,19.6,1016.5,985.4,66.5,20151001,75.7,2052.8,46.11,5216.51,1.2,250,,
264,2016,13.6,-11.7,20160124,37.3,20160812,8.1,20,1016.4,1128,146,20160917,73.4,2060.9,46.19,5237.35,1.3,250,609.9,427
266,2014,14.9,-6.5,20140110,36.7,20140731,11,19.6,1015.5,1503.3,170,20140802,71.2,2324.7,52.24,5423.31,2.1,290,,
266,2015,15.4,-7.8,20150209,37.1,20150807,11.5,20.2,1015.5,1205.6,86,20150712,71,2328.6,52.33,5448.63,2,290,,
266,2016,15.4,-9.9,20160124,37.8,20160814,11.5,20.1,1015.6,1607.4,147,20160917,74.1,2231.6,50.04,5361.28,1.9,290,660.9,462.4
268,2014,,-5.5,20141219,33.2,20140731,,,,1008.3,107,20140802,,1225,42.03,,,340,,
268,2015,14.1,-4.9,20150214,33.4,20150807,9.9,18.5,1016,1330.6,92,20150712,79.3,2069.3,46.5,,2.3,20,,
268,2016,14.5,-8.6,20160124,35.2,20160824,10.4,18.7,1016,1569.1,101.5,20160712,79.8,2047.2,45.9,,2.5,360,,
271,2014,9.9,-17.7,20141219,34,20140731,3.7,16.8,1016.3,991.7,104,20140924,69.3,2031.6,45.63,,1.5,340,,
271,2015,10.3,-17.1,20150209,35.5,20150807,4.1,17.3,1016.1,589.2,39,20151001,69.5,2132.9,47.9,,1.5,340,,
271,2016,10.8,-18.7,20160124,35,20160813,4.8,17.6,1016.1,1044.8,164,20160704,67.5,2188.5,49.04,,1.5,340,,
272,2014,12,-14.4,20141219,35.2,20140531,6.3,18.1,1016.4,1156.4,122,20140803,64.8,2157.4,48.45,,2.5,320,,
272,2015,12.5,-13.7,20150108,37.1,20150807,6.9,18.6,1016.2,771.2,54.5,20150626,66.2,2278,51.16,,2.5,320,,
272,2016,12.3,-16.9,20160124,35.5,20160812,6.8,18.2,1016.3,1263.3,175,20160704,65.2,2180.2,48.85,1,2.5,320,,
273,2014,12.2,-13.2,20141219,34.6,20140531,6.9,18.3,1016.5,1006,94,20141021,61.2,2103.2,47.23,,1.8,290,,
273,2015,12.5,-11.9,20150209,36.1,20150806,7.2,18.4,1016.4,765.3,59,20150626,59.8,2204.1,49.49,0,1.8,290,,
273,2016,12.3,-16.2,20160124,36.3,20160812,7.3,18,1016.5,1193.8,161,20160704,60.1,2128.5,47.7,,1.8,290,,
276,2014,11,-16.4,20140114,36.7,20140730,5.2,18.1,1016.5,907.7,79.5,20140818,65.5,1970.4,44.26,5008.66,1.2,270,,
276,2015,11.6,-15.1,20150103,37.4,20150806,5.6,18.7,1016.4,707.3,64,20150825,68.9,2088.5,47.21,5211.99,1.3,270,,
276,2016,11.8,-15.9,20160120,36.3,20160813,6,18.6,1016.5,1008,88,20160917,68.3,1967.4,44.09,5059.26,1.3,270,564.4,394.5
277,2014,12.9,-9.6,20141218,35.3,20140731,8.4,18.1,1016.2,1234.3,90,20140924,63.4,2085.1,46.83,,2.9,160,,
277,2015,13.5,-10.8,20150209,38.2,20150804,8.8,19,1016.1,811.3,83.5,20150825,63.3,2301.9,51.7,,3,180,,
277,2016,13.8,-13.7,20160124,38.6,20160813,9.2,19.1,1016.1,1088.3,88.5,20160903,64.2,2354.1,52.76,,2.8,180,,
278,2014,11.7,-16.3,20141218,37,20140730,5.1,19.4,1016.6,869.4,88.5,20140819,68.3,2037.9,45.78,,1.2,360,,
278,2015,12.1,-16.3,20150103,38.7,20150807,5.7,19.5,1016.5,596.5,35.5,20150318,69.1,2166.5,48.67,,1.2,360,,
278,2016,12.7,-19.3,20160124,38,20160813,6.5,20,1016.5,1017.5,88.5,20160917,70.5,2224.6,49.86,,1.2,360,,
279,2014,13.5,-10.3,20140110,36.7,20140531,8.3,19.5,1016.7,1222.8,83.5,20140924,64.4,2272.1,51.05,,1.6,290,,
279,2015,14.1,-9.6,20150209,36.8,20150807,9,19.7,1016.5,779,64.7,20150709,68.3,2246.3,50.47,,1.5,290,,
279,2016,14.2,-13.1,20160124,36.6,20160812,9.4,19.5,1016.5,1208,117.6,20160917,71.3,2005.5,46.99,,1.2,290,,
281,2014,12.8,-12.2,20141219,37.7,20140731,7.1,19.2,1016.3,1193.9,128,20140818,65.6,1994.3,44.8,,1.8,290,,
281,2015,13.5,-10.4,20150209,37.6,20150731,7.9,19.8,1016.3,838.7,102,20150709,66,2179,48.95,,1.8,290,,
281,2016,13.9,-13.9,20160124,39.6,20160813,8.5,19.9,1016.3,1175.2,125.5,20160917,66.2,2250.4,50.44,,1.8,290,,
283,2014,12.9,-10.8,20141219,37.8,20140731,7.5,19.2,1016.4,1274.1,120,20140818,66.1,2044.1,45.93,4628.28,2.3,180,,
283,2015,13.5,-9.8,20150209,37.9,20150731,8.2,19.8,1016.3,976.7,116,20150709,69,2049.7,47.25,4763.52,2.3,180,,
283,2016,14,-12.9,20160124,39.4,20160812,8.9,19.9,1016.4,1251.4,140,20160917,68,2227.6,49.93,4724.7,2.3,180,629.7,440.4
284,2014,12,-12.8,20140122,34.6,20140531,6.3,18.6,1016.1,1242.4,101.5,20140924,66.1,2312,51.94,,1.6,270,,
284,2015,12.4,-12.8,20150103,34.8,20150807,6.9,18.7,1016,1031.2,84.5,20150712,71.3,2268.5,50.96,,1.5,270,,
284,2016,12.7,-13.4,20160124,36.5,20160812,7.3,19.1,1016,1229.8,126.1,20160917,71.8,2168.6,48.61,,1.3,270,,
285,2014,13.1,-11.7,20140114,35.5,20140731,7.4,19.9,1016.5,1292.1,88,20140924,65.1,2063.5,46.35,,1.3,200,,
285,2015,13.4,-11.5,20150209,37.3,20150730,7.9,20.1,1016.5,1044.5,61,20150712,66.4,2123.9,47.71,,1.2,200,,
285,2016,13.8,-14,20160125,39.2,20160813,8.5,20.3,1016.5,1505.6,144,20160917,66.5,2231.6,50.02,,1.1,200,,
288,2014,14,-10,20140114,37.9,20140731,8.4,20.7,1016.3,1212.4,105,20140825,63,2041.9,45.87,,1.4,340,,
288,2015,14.2,-11,20150103,36.6,20150806,8.7,20.6,1016.2,951.3,54.6,20150821,67.5,2124.8,47.74,,1.3,290,,
288,2016,14.7,-12,20160125,37.8,20160813,9.5,20.8,1016.2,1568.2,163.7,20160903,68.1,2094.7,46.96,,1,290,,
289,2014,13,-10.1,20140114,34.8,20140731,7.8,19.1,1016.3,1538.9,174.5,20140803,63.7,2240.4,50.34,,1.6,290,,
289,2015,13.3,-9.9,20150201,35.3,20150809,8.4,19.2,1016.3,1397.2,273.5,20150712,64.2,2291.6,51.48,0,1.7,290,,
289,2016,13.8,-12.1,20160124,37,20160812,9,19.6,1016.4,1530,161,20160917,63.8,2174.7,48.75,,1.7,290,,
294,2014,14.8,-5,20140110,34.2,20140731,10.9,19.7,1016.2,2257.1,208,20140818,62.5,2016.2,45.31,,1.9,110,,
294,2015,14.9,-6.6,20150209,35.9,20150809,10.9,19.7,1016.2,1778.4,126,20150821,63.1,2065.2,46.41,,1.8,110,,
294,2016,15.6,-8.7,20160124,36.9,20160811,11.7,20.1,1016.3,2262.6,174.5,20161005,71.5,1885,46.12,,1.8,110,,
295,2014,14.7,-7,20140110,34.5,20140731,10.6,19.7,1016.3,2058.4,258.5,20140802,66.6,2113,47.48,,1.3,250,,
295,2015,14.7,-7.2,20150209,34.7,20150807,10.7,19.7,1016.3,1789.3,132.5,20150708,66.3,2186.6,49.13,,1.3,250,,
295,2016,15.1,-8.8,20160124,37.5,20160811,11.1,20,1016.3,2400.8,267.5,20160917,68.1,2233.2,50.08,,1.3,250,,
